claim_id,policy_id,date,claim_value,is_accepted,state,zip_code,street
e40c6148-a6cc-4e1d-a184-437a1f07c52f,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2023-06-01###,9965.38,true,Oregon,75214-5674,55432 Johns Springs
8ec3c48d-6290-459c-b452-f1126ea16299,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2023-03-01###,4217.2,true,Georgia,52657-3235,714 Ludwig Centers
369d6b65-1a55-49a7-b43a-28ecbb41e74f,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2024-09-01###,7674.72,false,Vermont,46500-8378,211 Wehner Underpass
7305c6d9-b681-41f4-b30b-783946f2cd04,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2024-03-01###,4038.74,true,Wyoming,90084,7954 Padberg Burgs
7354afea-ab32-4f6b-86ce-3e6b1acd0304,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2024-11-01###,3257.02,true,Alaska,97876-5573,61484 Mathew Bypass
2eb0b8d8-2cb3-4d59-9f81-577ceab3f222,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2023-07-01###,1094.97,true,Georgia,80699,6651 Burnice Land
206d6f30-df15-44c0-8fab-9ed06bafd870,f18f3c18-e891-45ed-8afe-5b4cad4f6c65,###2023-09-01###,3864.37,false,North Dakota,78646,15972 Jenkins Land
399ed163-36d2-4c88-9d65-be649d8c1291,550ea941-f164-46ca-b1d1-50675a5be898,###2023-09-01###,4828.07,false,Wyoming,68022,8013 Friedrich Viaduct
604d1508-9327-4be6-ac6e-644061d68cff,550ea941-f164-46ca-b1d1-50675a5be898,###2023-02-01###,2484.07,true,West Virginia,15825,364 Towne Plains
5af305fa-132d-4aae-8862-9e0310be55e0,550ea941-f164-46ca-b1d1-50675a5be898,###2023-12-01###,7363.91,true,New Hampshire,52253-4746,605 Gibson Roads
31809641-9832-4da4-8ae3-e634d7ffdd7d,550ea941-f164-46ca-b1d1-50675a5be898,###2024-05-01###,5901.95,false,Wisconsin,69424-5115,7961 Brigitte Skyway
97cc8409-b957-440a-add3-186391fb2ff9,550ea941-f164-46ca-b1d1-50675a5be898,###2023-07-01###,4770.31,false,Kentucky,54075-8919,69033 Johnathon Rue
2b7939b4-75f5-41ea-918f-38124a40aca5,550ea941-f164-46ca-b1d1-50675a5be898,###2024-04-01###,3139.58,true,South Dakota,45080,122 Bell Orchard
7c520cb2-6530-45b9-907f-39335c507ea4,550ea941-f164-46ca-b1d1-50675a5be898,###2024-06-01###,6174.47,true,North Carolina,26839-1536,983 Zboncak Trace
4d5267c1-6e6e-4c10-841d-f2192e18d8e9,54616022-d599-45b5-ba8d-06bc0505067f,###2023-11-01###,716.82,true,Virginia,93888,08368 Hettinger Creek
384aaaf2-13c1-40f5-abde-d309fb85a9b2,54616022-d599-45b5-ba8d-06bc0505067f,###2024-02-01###,4418.88,true,Arizona,00736-5916,5434 Teresa Circle
5b8fd2b2-f8eb-450e-abf5-4e766ee19024,54616022-d599-45b5-ba8d-06bc0505067f,###2024-09-01###,4858.96,true,Vermont,35823-1839,3883 Rodger Heights
6ecf0acf-70af-495e-8497-0e94a79fe0fe,54616022-d599-45b5-ba8d-06bc0505067f,###2024-03-01###,8775.47,false,New York,91177-1769,9935 Gustave Route
c11e00f4-e043-42e4-99fc-46a767ce2eb7,54616022-d599-45b5-ba8d-06bc0505067f,###2024-05-01###,4182.12,false,New Jersey,27753-5982,0224 Koepp Park
96f6e4e0-043b-4f6e-8273-ee019bae4adf,d745c86d-03a1-47db-96b0-609907750e26,###2023-11-01###,582.19,true,Arizona,27946-5516,45361 Darrin Land
b74bcc1c-6f23-4b7d-b953-3a1cd06f8b8f,d745c86d-03a1-47db-96b0-609907750e26,###2024-03-01###,5690.75,true,Wisconsin,20215,949 Ferry River
3227c623-7bb9-4271-83c4-17c626c8bb3c,d745c86d-03a1-47db-96b0-609907750e26,###2023-03-01###,4877.07,true,Indiana,94055,996 Satterfield Manors
de1eaa2f-ca5b-4c53-a7f2-fb10d49a48b9,1c0d3302-5dcf-484f-8975-c625a7ed75ff,###2024-03-01###,6859.16,true,North Dakota,06921,998 Russel Knolls
0d95f93b-53f6-4fa7-95e7-cb76ea5c3ab9,1c0d3302-5dcf-484f-8975-c625a7ed75ff,###2023-02-01###,6380.09,true,Texas,66466,4131 Ortiz Centers
d1441d96-d624-466b-864e-63dd4cefe660,1c0d3302-5dcf-484f-8975-c625a7ed75ff,###2024-10-01###,7398.61,true,Oklahoma,43145,01457 Braun Park
71d4fcd7-4ab0-46fe-946e-52673152cfa5,a001ba0d-960d-46fd-b48c-7e7c304b332e,###2023-09-01###,6546.53,true,Colorado,07347-0918,48565 Nicklaus Curve
757ee9cd-3400-4593-8333-ab8bdf9a924b,a001ba0d-960d-46fd-b48c-7e7c304b332e,###2024-05-01###,47.8,true,Illinois,46608,7489 Kilback Wells
0f58b976-5950-4492-bbd7-4e6f4d0c56fd,a001ba0d-960d-46fd-b48c-7e7c304b332e,###2024-12-01###,5256.14,true,Alaska,72829-2573,67769 White Radial
6085a66f-bc41-494d-87e0-8a7fbf563e7c,a001ba0d-960d-46fd-b48c-7e7c304b332e,###2024-06-01###,7956.91,true,Wisconsin,75495-1637,176 Lillian Glens
535689d5-61f6-4307-abe0-5287fa180ebd,a001ba0d-960d-46fd-b48c-7e7c304b332e,###2024-07-01###,5824.12,true,Hawaii,85189-5738,48870 Mante Corners
dda7d96b-ab0c-4286-89b1-696fc9556084,c6cb27fd-dc6a-483d-aa1c-ebb42cd0da8e,###2024-07-01###,7140.39,true,New Hampshire,74754-1245,41183 Carmella Pines
d7c80470-b5a1-4bd3-b947-eb88c19c5484,c6cb27fd-dc6a-483d-aa1c-ebb42cd0da8e,###2023-09-01###,1967.47,false,Virginia,97277,09849 Gibson Motorway
cfa9afd4-fabb-44d6-8b0e-9d2e09a267e3,c6cb27fd-dc6a-483d-aa1c-ebb42cd0da8e,###2023-06-01###,4977.53,true,Arkansas,57414-3863,188 Danial Walk
b41ab7df-a4b8-4c9e-9c95-83e68acad4ba,c6cb27fd-dc6a-483d-aa1c-ebb42cd0da8e,###2024-01-01###,5032.14,true,Delaware,05873,447 Wilkinson Haven
0b41831d-7277-429d-8109-f493cf05021e,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2024-10-01###,9652.98,true,Arizona,91058-3252,362 Mraz Terrace
7560249c-02d8-465e-a021-b5b980a82d4d,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2023-07-01###,2484.56,true,Connecticut,08115-0821,455 Kiera Shoals
f4b1744e-a47a-42c8-995c-3f66c9f906cf,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2024-05-01###,8707.15,true,Indiana,34256,538 Ullrich Brooks
3d12ef76-d26f-45e8-bfb1-9fec9bd940dd,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2023-10-01###,2699.26,true,Utah,29847,359 Tremblay Walks
4759b398-6434-452b-8dbf-33fc669abc36,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2024-09-01###,9281.3,true,Nevada,56015,0460 Taylor Spur
28997872-c719-4311-b583-ecfcf6ce3554,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2024-08-01###,4693.46,false,North Dakota,72223-8096,566 Kiley Highway
2d25bf04-65a6-4f24-ab62-a2aa3b7b7b7c,bfea064b-0ffa-4419-a26a-1d9e12455cfa,###2023-04-01###,2908.0,true,Maine,76598-5275,35960 Elvie Ford
c1b2cab9-edd4-4d66-b950-9528f05df96c,617cba08-dd74-4e42-85c8-b6ec8d45b986,###2023-08-01###,5912.95,true,Georgia,40867,9624 Marcelle Plain
484906a2-c2f8-482c-bc2a-7c4279480b40,617cba08-dd74-4e42-85c8-b6ec8d45b986,###2023-02-01###,9106.67,false,Rhode Island,76666-0206,920 Rosalind Junctions
8b526f92-a70d-4107-b6e7-14325c3b36d5,617cba08-dd74-4e42-85c8-b6ec8d45b986,###2024-08-01###,7090.8,false,Pennsylvania,71889-2254,80614 Rasheed Points
505e22f9-894c-4e8c-91f5-84bd531b1bb9,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2024-11-01###,6130.32,true,Florida,96416,8319 Charles Cape
6ee4b852-cf64-4b19-b937-acd7fce6f44e,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2024-09-01###,6747.94,true,Massachusetts,48434,09920 Morar Harbor
03775bf2-1b99-402e-85cf-5915e04d1f80,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2023-09-01###,4752.57,false,Kansas,40448,5074 Aufderhar Pike
9ef85d63-bd1a-4242-83c3-b916f8ea9714,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2023-03-01###,4757.73,true,West Virginia,50647-0979,157 Anne Gardens
6b74292d-3f95-45c2-8826-59ba18977b0e,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2024-05-01###,4557.61,true,Delaware,15622,474 Smith Mill
ac2cc421-b16a-4b75-be39-ccf47fac006f,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2023-03-01###,1026.2,true,Connecticut,48719-5381,18656 Eliane Mountain
80733cb5-30be-4306-b1d5-5b386d6ed433,fd6acf0f-e28d-40fa-b12c-eab48ec02248,###2023-09-01###,4515.49,true,Minnesota,75810,435 Elwin Forest
39150620-64cd-4939-a269-9d932bdd9b3c,4f30d650-661d-40e3-8058-8a20158525d9,###2024-07-01###,9112.22,false,Indiana,21585-3320,6535 Sid Junctions
a8e52d5b-e4fc-41ad-92ab-aad1b900954c,4f30d650-661d-40e3-8058-8a20158525d9,###2023-10-01###,3821.82,true,Vermont,06122-7831,1173 Jacinto Garden
d153ed73-e1e2-4fc4-a87f-097a5417ca2c,4f30d650-661d-40e3-8058-8a20158525d9,###2023-02-01###,9232.3,true,Massachusetts,34457-6247,8429 Floyd Harbor
baf0a0ac-b97b-4c65-92ca-69f2c764110c,d293520a-315c-4c12-93dd-8a985dc65407,###2024-01-01###,7222.58,true,Kansas,34650,2432 Fritsch Overpass
b4ef1094-db0f-4def-afa0-acb271d9ecf4,d293520a-315c-4c12-93dd-8a985dc65407,###2023-03-01###,8012.54,false,Florida,92182-5173,6583 Odell Lakes
319f2524-b43d-4f81-9e58-758e9d45258b,d293520a-315c-4c12-93dd-8a985dc65407,###2023-03-01###,2955.57,true,South Dakota,89068-8056,1283 Dillon Ramp
62648570-2111-4a32-b927-43362df0cf9e,d293520a-315c-4c12-93dd-8a985dc65407,###2023-06-01###,7057.68,true,Washington,82094-4508,85861 Mossie Passage
a4ff3d1c-e93b-4449-b2e2-f7d02cbd2020,d293520a-315c-4c12-93dd-8a985dc65407,###2024-01-01###,5913.8,true,Pennsylvania,16947,66980 Towne Crest
0765d01e-89af-444d-8286-5547e825b970,d293520a-315c-4c12-93dd-8a985dc65407,###2023-11-01###,4503.13,true,Iowa,57659-9554,99435 Antoinette Expressway
4ee1e19f-1b04-4382-9013-e69b04890250,9fc8efd0-aec8-49e8-92bc-74099016de72,###2023-04-01###,2000.61,true,Nebraska,54055-3377,55084 Roberto Square
ccb97b0d-29d2-4082-8ec1-6e54a410ff2d,9fc8efd0-aec8-49e8-92bc-74099016de72,###2023-10-01###,3914.71,true,Arkansas,29721-0298,6157 Gunner Creek
bc91825e-a6c8-4976-b002-ed037436c6fd,c6d58a47-f6de-430e-bc94-d58e20633114,###2023-01-01###,2996.81,true,Arkansas,80343-2475,558 Vernon Islands
a2ccf844-692f-4aec-88a0-0d9d778c7929,c6d58a47-f6de-430e-bc94-d58e20633114,###2023-04-01###,2545.07,true,Iowa,20142-9368,8841 O'Keefe Park
10d2df0d-f6a4-492f-810c-5e796d08ec35,c6d58a47-f6de-430e-bc94-d58e20633114,###2023-08-01###,6152.58,true,Utah,07835-5124,74145 Ernser Spurs
b3d50b90-170d-4fc2-b779-fbd309f8611c,c6d58a47-f6de-430e-bc94-d58e20633114,###2024-04-01###,9928.0,true,Nebraska,24424-4202,975 Hudson Trafficway
a0b7b47a-88b6-4523-95bd-e4749c37c6bf,f9526480-e45e-49f0-85fb-803b90f196c8,###2023-11-01###,4079.05,true,South Dakota,37538-2674,1624 Corkery Club
5ef6c0de-ca63-4867-917f-95ccbed9657d,f9526480-e45e-49f0-85fb-803b90f196c8,###2023-11-01###,2592.54,true,Iowa,97701-6517,41222 Denis Crest
8b3cf1d4-a6bf-446c-9e28-20ccbf473238,f9526480-e45e-49f0-85fb-803b90f196c8,###2023-04-01###,3022.31,true,Arizona,97976-5524,87476 Olson Ramp
65a57208-c5c2-4818-ba07-0101e37bee20,f9526480-e45e-49f0-85fb-803b90f196c8,###2023-05-01###,7232.33,false,South Dakota,16067-5187,706 Schuster Ramp
791ef54e-87a0-4c5e-afb6-c3b5f4d761e7,f9526480-e45e-49f0-85fb-803b90f196c8,###2024-10-01###,715.46,true,Nevada,78939-5301,877 Bartoletti Estate
ca66287f-331d-4ec3-a36e-5853e2e57127,f9526480-e45e-49f0-85fb-803b90f196c8,###2023-06-01###,7885.3,true,Florida,02979,70451 Alvis Forest
bdfef728-6fc5-4c0c-b1c1-fa10f3ecc199,69b08a46-353d-4843-aea3-d0e5cf537ec3,###2024-04-01###,5789.59,false,New Hampshire,08050-0373,7076 Wisozk Drives
c28fc534-f188-48b4-8d3d-8dec89e288ab,69b08a46-353d-4843-aea3-d0e5cf537ec3,###2024-08-01###,3673.06,true,Washington,38742-0982,03849 Taylor Crossroad
c526eebc-8a67-4fa0-8961-e319ca446b4e,69b08a46-353d-4843-aea3-d0e5cf537ec3,###2024-07-01###,9665.5,true,Illinois,39003-4717,6842 Lafayette Neck
c93a0278-3fa6-4685-be30-20c330f41f12,69b08a46-353d-4843-aea3-d0e5cf537ec3,###2024-03-01###,4922.85,true,Arkansas,07605-5473,497 Drew Brooks
231a4282-a92c-4628-bc06-a8df4e5d5ac4,a1c4ba50-2dbd-48d7-80c3-5c1185a0ec90,###2023-05-01###,2456.92,true,Idaho,17779-1629,2127 Stiedemann Spurs
733dce24-14ec-414b-a282-199a2a3428f5,a1c4ba50-2dbd-48d7-80c3-5c1185a0ec90,###2023-12-01###,5781.14,true,Maine,84096-2038,2413 Goyette Extensions
95f45922-c3da-446b-b97f-b7f8dbb4490f,a1c4ba50-2dbd-48d7-80c3-5c1185a0ec90,###2024-09-01###,3614.67,true,Kansas,44495,162 Gerhold Cliffs
d135da00-fb47-47b9-9628-c046e6fc0a90,b2abe942-ac3f-4776-8c53-b61af6889142,###2023-12-01###,5756.88,false,Missouri,90311,858 Andre Bypass
247aeae2-a8ad-4add-8153-4bb5aeb5b908,a6bd7d26-bc62-4e72-b9bc-2531d826c1f6,###2024-06-01###,362.55,false,Ohio,85421-8919,938 O'Reilly Turnpike
6982fb80-0274-46c5-8631-8899fe497671,ebfca0af-6fc4-42ff-8292-4f4ae1b4b2a4,###2023-08-01###,5595.72,true,Pennsylvania,65236,0112 Hilll Causeway
a21d9e62-8aec-4c76-82f8-d434fa65e6a6,ebfca0af-6fc4-42ff-8292-4f4ae1b4b2a4,###2024-02-01###,5337.76,false,Georgia,70436,66955 Gene Unions
93de9018-78a4-4022-8750-46a7b2c4c84c,ebfca0af-6fc4-42ff-8292-4f4ae1b4b2a4,###2023-10-01###,1816.09,true,New Mexico,80611-2937,1619 Gregoria Fork
348e0587-3a85-40b2-a4e1-4d113810c419,ebfca0af-6fc4-42ff-8292-4f4ae1b4b2a4,###2024-03-01###,2016.97,true,Minnesota,13670-8014,347 Franey Creek
5b40d4f5-a48c-4b9c-a878-b52a672de9e1,61872614-8835-4b6f-a568-d9727f3563da,###2024-06-01###,8958.81,true,Utah,11052-7581,983 Kadin Landing
7ba23888-84f0-4f65-bfe0-766d0b82453b,61872614-8835-4b6f-a568-d9727f3563da,###2023-08-01###,4116.78,false,Tennessee,09554-5828,077 Volkman Club
6d76ecc3-0453-462a-8d3b-1d1effc8773a,61872614-8835-4b6f-a568-d9727f3563da,###2024-01-01###,1379.26,false,Washington,20150,7293 Glennie Streets
d1edcc6a-a6f7-47ed-9593-e4441298be0b,61872614-8835-4b6f-a568-d9727f3563da,###2024-06-01###,8406.59,true,Connecticut,87315,389 Kariane Vista
d00bbefd-96db-40b5-8e06-2ff40dbb312b,61872614-8835-4b6f-a568-d9727f3563da,###2023-03-01###,4790.95,true,Texas,00970-3648,18866 Rau Crescent
6c6e372d-d4c1-4c0b-bdd8-f5047823e49a,8f861b2e-f103-439f-8b81-10646d415ed6,###2024-03-01###,6745.23,true,Virginia,02263-8400,9104 Araceli Key
40741c35-c642-49ed-adfa-20c3200540d6,9385f1b5-3c0e-4107-bb60-fd262901a19e,###2024-09-01###,2831.86,true,Mississippi,22237-2908,6479 Lisandro Pines
02efed32-fe46-4fc6-bcbc-89d6875d3f20,9385f1b5-3c0e-4107-bb60-fd262901a19e,###2024-03-01###,977.09,true,Arkansas,73747-7120,61881 Angeline Mill
0b7dc203-75e6-4650-8c13-33fc7a5cac98,9385f1b5-3c0e-4107-bb60-fd262901a19e,###2023-11-01###,8530.21,true,North Dakota,90180,2253 Walsh Underpass
cccb27d8-68f9-4d44-a793-76bf65ccf300,9385f1b5-3c0e-4107-bb60-fd262901a19e,###2024-04-01###,7274.15,true,Minnesota,35159,835 Roberts Harbor
68b7e03e-338f-40cf-9995-9ac619d5b6f6,9385f1b5-3c0e-4107-bb60-fd262901a19e,###2023-07-01###,3641.99,false,West Virginia,91390-2818,10884 Eliseo Radial
10fe5993-2da0-41e2-9b18-1814d37fa400,9385f1b5-3c0e-4107-bb60-fd262901a19e,###2024-05-01###,9364.66,false,Nevada,22200,5144 Collier Oval
fa6c05d2-ebc5-45c1-aa31-804915a8028c,ff62af93-3720-4f8d-aa56-0d2118176da5,###2023-11-01###,3183.7,true,Wyoming,69166-9592,2992 Grant Pine
0130e5e5-96fe-41be-aed8-4b456bd99190,ff62af93-3720-4f8d-aa56-0d2118176da5,###2024-03-01###,8646.08,true,Alaska,09487-0847,2724 Zoe Islands
05bfe321-366f-47a1-bc95-08fc3663d2de,ff62af93-3720-4f8d-aa56-0d2118176da5,###2024-12-01###,3404.31,false,Minnesota,08469,9921 Golda Crossing
d8bbdb56-0c6e-40b9-b355-a574ccea2d1f,f4b9f752-e18c-4eb4-a5b7-23ac2a63b36f,###2024-04-01###,3687.12,true,California,08203,32583 Ransom Freeway
f118e567-05e6-4d4d-a467-e949241bdedd,f4b9f752-e18c-4eb4-a5b7-23ac2a63b36f,###2023-05-01###,5155.4,true,Oklahoma,86772-9195,748 Gerhard Circle
d85e9003-85f1-4208-b15e-d590dd158d8d,f4b9f752-e18c-4eb4-a5b7-23ac2a63b36f,###2023-02-01###,7509.63,true,New York,80386,0725 McDermott Freeway
4f3c1577-3251-4682-802e-cf056a9d9c7d,f4b9f752-e18c-4eb4-a5b7-23ac2a63b36f,###2024-05-01###,3471.58,true,Texas,00515,9079 Upton Alley
e81d22a3-b25c-4831-b025-156db658915f,89a127e3-869d-4fc3-abf4-4a9a02076f1d,###2023-04-01###,5091.38,false,Montana,23319,6951 Muller Hills
5d2aacbe-24e8-4343-bb43-a4f2911a64a0,89a127e3-869d-4fc3-abf4-4a9a02076f1d,###2024-09-01###,965.99,true,Pennsylvania,87156-5801,3975 Stamm Avenue
c62a9ea7-56c9-4aaa-b6cd-3eb31df2d8f6,89a127e3-869d-4fc3-abf4-4a9a02076f1d,###2024-09-01###,1949.83,true,Connecticut,06229,81203 Eleazar Curve
19f425f0-4099-425f-b87f-2484535bf859,89a127e3-869d-4fc3-abf4-4a9a02076f1d,###2023-02-01###,1046.01,true,Illinois,27328,895 Hahn Port
bf02b1c8-aaeb-467f-825d-27a9916c22cc,89a127e3-869d-4fc3-abf4-4a9a02076f1d,###2023-03-01###,5349.99,false,Indiana,92289-9417,296 Cletus Villages
8bd1f7f1-bf3f-4245-8a6a-090f4bfc6aeb,89a127e3-869d-4fc3-abf4-4a9a02076f1d,###2024-04-01###,2824.05,true,Oklahoma,14763,75431 Macejkovic Avenue
4ca7d5f6-f111-4072-b50e-c36e127e010a,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2023-08-01###,2097.95,true,Connecticut,71050,288 Nico Causeway
1ed9d900-7a39-4ef3-80ff-c7a8c1b9cfe9,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2024-07-01###,4573.67,false,Missouri,56604,94588 Bailey Fords
4ba74d82-702c-4607-b3c1-fe97388df1c7,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2024-08-01###,4062.07,true,Illinois,36830,963 Jett Skyway
19799297-b3e3-4072-9da1-e5c45ab212d0,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2024-02-01###,1321.6,true,Massachusetts,48738-6578,875 Max Fields
07934cd1-b2ee-46ef-b832-0bc4a91e2648,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2024-11-01###,2982.08,true,Delaware,05348,1983 Ozella Courts
a430bd6a-0f78-4531-b19e-5942944f6626,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2023-06-01###,6534.22,true,Arizona,16196,2647 Ward Ford
89a76206-b6af-4cf9-bb3a-5483b4d2975f,cc188cd6-26b4-48e1-8708-eff6a07114a3,###2023-02-01###,5341.79,true,Kentucky,26928-8575,89206 Edmond Valleys
04afe38f-2b69-4e43-949c-aac1dc3b52a6,b9c12c0b-3040-4713-bd4a-ed5b2335f1c1,###2024-06-01###,8732.0,false,New Mexico,59115-8762,3793 Hoeger Mountain
0e1b5dbb-1516-4341-8f82-b4a777c17245,b9c12c0b-3040-4713-bd4a-ed5b2335f1c1,###2024-04-01###,3619.27,false,West Virginia,62473,54021 Friedrich Lodge
5787c3fe-ca50-4e80-a731-2ae575a306f3,5f755b0d-e614-4593-a916-85e2f3db514e,###2023-07-01###,7196.5,false,Texas,51546-9662,375 Yadira Centers
5a0f3e4c-cd0a-4288-a67a-133c41adea81,5f755b0d-e614-4593-a916-85e2f3db514e,###2023-01-01###,8645.31,true,Iowa,71570,96439 Windler Park
c0107c65-07fb-4d7e-bb6e-fa8fcc61ee9b,5f755b0d-e614-4593-a916-85e2f3db514e,###2023-06-01###,7160.32,false,California,45901-7961,05409 Meda Ford
bce65a99-6737-4919-aa00-782c2c809e74,1bf96105-1e13-4dd7-914c-5eaaaf7b5a2d,###2023-06-01###,727.99,true,Iowa,00488,341 Marian Street
aaf2a967-111d-4f50-a459-dcebd27ee031,02e8ff9d-d89a-4383-a47e-1514c6ef648f,###2024-09-01###,4405.47,true,New Jersey,46442-7671,884 Jacobs Rest
243e8a9f-3157-4906-99c3-3385bf4127f0,02e8ff9d-d89a-4383-a47e-1514c6ef648f,###2023-06-01###,4209.84,false,Delaware,58173,00983 Weber Shoal
